Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
8600000.0,Secondary, Красногорская,7.0,Moscow region,2.0,50.0,14.0,21.0,3.0,14,Cosmetic
8550000.0,Secondary, Опалиха,2.0,Moscow region,2.0,44.0,11.0,23.0,1.0,8,Without renovation
8700000.0,Secondary, Красногорская,6.0,Moscow region,2.0,51.6,30.0,9.0,5.0,9,Cosmetic
8750000.0,Secondary, Опалиха,5.0,Moscow region,2.0,53.4,30.5,9.0,2.0,5,Cosmetic
8950000.0,Secondary, Опалиха,6.0,Moscow region,2.0,48.6,27.0,10.0,15.0,26,Cosmetic
9000000.0,Secondary, Опалиха,5.0,Moscow region,2.0,54.0,30.0,9.0,6.0,9,Cosmetic
9070000.0,Secondary, Пенягино,18.0,Moscow region,2.0,42.6,10.5,10.2,1.0,45,European-style renovation
9074100.0,Secondary, Аникеевка,3.0,Moscow region,2.0,60.9,34.2,14.0,1.0,3,Without renovation
9000000.0,Secondary, Павшино,6.0,Moscow region,2.0,44.8,26.0,6.0,4.0,5,Cosmetic
9103900.0,Secondary, Аникеевка,3.0,Moscow region,2.0,60.0,33.1,14.0,2.0,3,Without renovation
9150000.0,Secondary, Красногорская,35.0,Moscow region,2.0,53.1,29.0,11.0,14.0,18,Cosmetic
9200000.0,Secondary, Опалиха,15.0,Moscow region,2.0,52.0,27.7,11.0,11.0,12,Without renovation
9200000.0,Secondary, Опалиха,6.0,Moscow region,2.0,48.8,27.0,10.0,8.0,26,Cosmetic
9200000.0,Secondary, Опалиха,6.0,Moscow region,2.0,47.2,26.0,10.5,1.0,8,Cosmetic
9250000.0,Secondary, Опалиха,5.0,Moscow region,2.0,57.0,30.7,14.2,1.0,8,Without renovation
9300000.0,Secondary, Павшино,3.0,Moscow region,2.0,40.0,28.0,7.0,9.0,14,European-style renovation
9450000.0,Secondary, Тушинская,17.0,Moscow region,2.0,53.9,29.3,8.7,16.0,18,Cosmetic
9500000.0,Secondary, Красногорская,13.0,Moscow region,2.0,41.7,29.7,7.0,2.0,4,European-style renovation
9500000.0,Secondary, Опалиха,19.0,Moscow region,2.0,48.0,30.0,8.0,1.0,9,Cosmetic
9500000.0,Secondary, Опалиха,8.0,Moscow region,2.0,52.0,25.2,9.3,17.0,26,Cosmetic
9500000.0,Secondary, Павшино,15.0,Moscow region,2.0,47.0,30.0,10.5,5.0,18,European-style renovation
9500000.0,Secondary, Павшино,13.0,Moscow region,2.0,45.1,25.6,6.0,17.0,25,Designer
9500000.0,Secondary, Аникеевка,5.0,Moscow region,2.0,47.9,9.7,10.6,2.0,3,European-style renovation
9600000.0,Secondary, Пенягино,10.0,Moscow region,2.0,35.0,15.2,11.0,6.0,8,Designer
9600000.0,Secondary, Опалиха,15.0,Moscow region,2.0,52.1,11.0,11.0,10.0,12,Without renovation
9700000.0,Secondary, Опалиха,29.0,Moscow region,2.0,60.9,34.2,13.6,1.0,3,Without renovation
9650000.0,Secondary, Павшино,6.0,Moscow region,2.0,47.1,33.6,6.0,2.0,5,European-style renovation
9800000.0,Secondary, Опалиха,6.0,Moscow region,2.0,66.0,35.9,11.2,10.0,25,European-style renovation
9800000.0,Secondary, Опалиха,8.0,Moscow region,2.0,45.0,26.0,8.0,8.0,8,Cosmetic
9900000.0,Secondary, Митино,15.0,Moscow region,2.0,57.9,25.1,13.0,1.0,1,Cosmetic
9900000.0,Secondary, Красногорская,8.0,Moscow region,2.0,55.3,10.0,11.2,2.0,18,Cosmetic
9850000.0,Secondary, Павшино,13.0,Moscow region,2.0,43.5,32.0,5.0,13.0,25,European-style renovation
9900000.0,Secondary, Красногорская,8.0,Moscow region,2.0,53.7,31.6,7.6,5.0,9,Designer
9850000.0,Secondary, Пенягино,12.0,Moscow region,2.0,43.5,24.1,10.2,13.0,25,European-style renovation
10000000.0,Secondary, Павшино,13.0,Moscow region,2.0,51.0,29.0,17.0,12.0,25,Without renovation
10000000.0,Secondary, Красногорская,6.0,Moscow region,2.0,52.0,33.0,9.2,3.0,17,Cosmetic
9999000.0,Secondary, Красногорская,11.0,Moscow region,2.0,53.4,35.0,9.0,16.0,17,Cosmetic
10000000.0,Secondary, Опалиха,37.0,Moscow region,2.0,60.2,31.3,9.0,11.0,25,Cosmetic
10000000.0,Secondary, Опалиха,6.0,Moscow region,2.0,53.2,9.0,11.0,5.0,18,Cosmetic
10200000.0,Secondary, Пенягино,12.0,Moscow region,2.0,40.1,23.0,5.0,2.0,25,European-style renovation
10150000.0,Secondary, Павшино,9.0,Moscow region,2.0,53.4,30.4,8.4,4.0,14,Cosmetic
10190000.0,Secondary, Строгино,8.0,Moscow region,2.0,48.2,28.2,10.1,28.0,35,Cosmetic
10300000.0,Secondary, Павшино,3.0,Moscow region,2.0,54.8,29.6,12.0,8.0,18,Cosmetic
10300000.0,Secondary, Опалиха,6.0,Moscow region,2.0,56.0,30.0,10.0,17.0,25,Cosmetic
10300000.0,Secondary, Строгино,8.0,Moscow region,2.0,38.6,17.0,12.0,16.0,33,Cosmetic
10300000.0,Secondary, Павшино,13.0,Moscow region,2.0,61.8,31.1,8.2,2.0,5,Cosmetic
10500000.0,Secondary, Опалиха,15.0,Moscow region,2.0,55.2,13.0,11.2,8.0,8,Cosmetic
10500000.0,Secondary, Опалиха,6.0,Moscow region,2.0,57.0,32.0,13.0,15.0,25,Cosmetic
10500000.0,Secondary, Красногорская,12.0,Moscow region,2.0,60.0,34.0,11.0,1.0,17,European-style renovation
10500000.0,Secondary, Красногорская,9.0,Moscow region,2.0,52.1,31.0,12.0,3.0,25,Cosmetic
10500000.0,Secondary, Опалиха,7.0,Moscow region,2.0,52.0,10.0,10.9,12.0,14,European-style renovation
10500000.0,Secondary, Опалиха,6.0,Moscow region,2.0,83.7,40.0,15.0,2.0,24,Without renovation
10600000.0,Secondary, Тушинская,18.0,Moscow region,2.0,60.8,32.0,12.0,10.0,24,European-style renovation
10650000.0,Secondary, Митино,7.0,Moscow region,2.0,49.6,28.1,12.2,10.0,14,European-style renovation
10650000.0,Secondary, Опалиха,4.0,Moscow region,2.0,57.0,30.7,14.2,1.0,8,Without renovation
10670000.0,Secondary, Опалиха,6.0,Moscow region,2.0,72.0,36.0,13.8,7.0,25,Cosmetic
10750000.0,Secondary, Опалиха,7.0,Moscow region,2.0,58.7,31.1,10.0,8.0,25,European-style renovation
10900000.0,Secondary, Красногорская,23.0,Moscow region,2.0,67.7,39.0,10.0,4.0,22,European-style renovation
10900000.0,Secondary, Красногорская,9.0,Moscow region,2.0,53.6,29.3,10.5,19.0,26,European-style renovation
11000000.0,Secondary, Строгино,8.0,Moscow region,2.0,50.0,30.0,10.0,5.0,25,European-style renovation
11000000.0,Secondary, Опалиха,16.0,Moscow region,2.0,63.3,29.6,19.6,4.0,8,Without renovation
11050001.0,Secondary, Мякинино,18.0,Moscow region,2.0,33.0,23.0,5.0,11.0,23,Designer
11300000.0,Secondary, Павшино,13.0,Moscow region,2.0,57.0,40.0,10.0,2.0,5,Cosmetic
108800000.0,Secondary, Чеховская,5.0,Moscow,3.0,108.8,57.1,15.6,3.0,3,Without renovation
53000000.0,Secondary, Арбатская,9.0,Moscow,3.0,96.9,59.0,11.1,2.0,5,Without renovation
44240000.0,Secondary, Фили,6.0,Moscow,3.0,63.2,34.1,11.9,40.0,41,Designer
105000000.0,Secondary, Белорусская,6.0,Moscow,3.0,145.0,75.4,18.6,3.0,6,Designer
47000000.0,Secondary, Белорусская,9.0,Moscow,3.0,103.8,59.0,15.0,6.0,6,Without renovation
67990000.0,Secondary, Белорусская,6.0,Moscow,3.0,111.0,40.0,15.8,5.0,6,Designer
170000000.0,Secondary, Кропоткинская,10.0,Moscow,3.0,117.0,51.0,6.0,3.0,5,European-style renovation
224900000.0,Secondary, Спортивная,9.0,Moscow,3.0,237.2,157.1,17.2,14.0,14,Designer
52500000.0,Secondary, Алексеевская,11.0,Moscow,3.0,92.0,70.0,20.0,4.0,21,Cosmetic
38000000.0,Secondary, Ростокино,13.0,Moscow,3.0,109.0,75.0,25.0,35.0,58,Designer
95700000.0,Secondary, Китай-город,11.0,Moscow,3.0,86.0,54.0,8.0,2.0,9,Designer
22450000.0,Secondary, ВДНХ,7.0,Moscow,3.0,83.5,49.7,12.5,16.0,22,Without renovation
67000000.0,Secondary, Динамо,1.0,Moscow,3.0,104.0,74.0,20.0,3.0,15,Designer
17500000.0,Secondary, Филатов Луг,10.0,Moscow,3.0,77.1,38.8,13.5,22.0,25,Without renovation
41500000.0,Secondary, Раменки,5.0,Moscow,3.0,106.7,40.0,30.0,15.0,17,Cosmetic
46000000.0,Secondary, Минская,28.0,Moscow,3.0,70.0,12.0,12.4,2.0,14,Without renovation
179000000.0,Secondary, Спортивная,11.0,Moscow,3.0,141.0,73.4,18.3,3.0,15,Designer
222000000.0,Secondary, Спортивная,8.0,Moscow,3.0,237.0,157.0,26.2,14.0,14,Designer
39900000.0,Secondary, Аминьевская,8.0,Moscow,3.0,84.9,48.2,21.0,18.0,31,Designer
39000000.0,Secondary, Динамо,7.0,Moscow,3.0,75.7,40.0,5.0,7.0,17,Designer
51000000.0,Secondary, Давыдково,5.0,Moscow,3.0,112.3,58.9,15.9,16.0,25,Designer
145000000.0,Secondary, Спортивная,5.0,Moscow,3.0,97.0,51.2,14.7,7.0,18,Designer
86000000.0,Secondary, Фрунзенская,5.0,Moscow,3.0,97.0,72.0,15.0,5.0,14,Designer
100000000.0,Secondary, Улица 1905 года,7.0,Moscow,3.0,95.0,60.0,15.0,11.0,21,Designer
33999000.0,Secondary, Кунцевская,4.0,Moscow,3.0,95.5,65.0,14.5,29.0,29,Without renovation
36000000.0,Secondary, Шелепиха,13.0,Moscow,3.0,77.0,36.0,25.0,4.0,6,Designer
42700000.0,Secondary, Молодёжная,6.0,Moscow,3.0,110.0,60.0,11.5,36.0,40,Designer
100000000.0,Secondary, Беговая,5.0,Moscow,3.0,90.53,47.9,14.1,10.0,21,European-style renovation
115000000.0,Secondary, Минская,13.0,Moscow,3.0,121.0,66.0,15.0,16.0,39,Designer
24500000.0,Secondary, Бауманская,8.0,Moscow,3.0,68.5,38.8,9.1,4.0,6,Cosmetic
26000000.0,Secondary, Славянский бульвар,14.0,Moscow,3.0,62.5,38.6,6.4,3.0,12,Designer
56650000.0,Secondary, Динамо,17.0,Moscow,3.0,82.2,52.3,7.6,37.0,41,Without renovation
72000000.0,Secondary, Динамо,15.0,Moscow,3.0,91.4,61.9,7.1,10.0,41,Designer
115000000.0,Secondary, Новокузнецкая,16.0,Moscow,3.0,95.7,40.0,14.6,3.0,7,Designer
115732500.0,Secondary, Спортивная,6.0,Moscow,3.0,118.7,62.1,16.5,3.0,5,Without renovation
195000000.0,Secondary, Парк Культуры,5.0,Moscow,3.0,128.0,66.8,17.2,3.0,6,Designer
290000000.0,Secondary, Смоленская,13.0,Moscow,3.0,151.0,106.0,20.0,2.0,7,Designer
37500000.0,Secondary, Шелепиха,13.0,Moscow,3.0,73.0,22.0,12.7,12.0,30,Designer
99600000.0,Secondary, Спортивная,9.0,Moscow,3.0,83.0,52.0,10.0,7.0,13,European-style renovation
99600000.0,Secondary, Спортивная,8.0,Moscow,3.0,83.0,44.1,13.5,7.0,13,Designer
179000000.0,Secondary, Спортивная,11.0,Moscow,3.0,141.0,73.4,18.3,3.0,15,Designer
44000000.0,Secondary, Давыдково,17.0,Moscow,3.0,87.0,46.1,13.8,15.0,22,Without renovation
170000000.0,Secondary, Спортивная,10.0,Moscow,3.0,169.0,87.6,20.6,4.0,6,Without renovation
250000000.0,Secondary, Спортивная,8.0,Moscow,3.0,137.0,71.4,18.0,9.0,15,Designer
49899998.0,Secondary, Пушкинская,7.0,Moscow,3.0,75.0,50.0,9.0,1.0,7,Designer
55600000.0,Secondary, Комсомольская,10.0,Moscow,3.0,79.9,34.5,28.0,2.0,2,Designer
99000000.0,Secondary, Серпуховская,9.0,Moscow,3.0,120.0,35.0,16.6,2.0,14,Designer
131000000.0,Secondary, Беговая,5.0,Moscow,3.0,114.0,35.0,16.1,7.0,21,European-style renovation
238840000.0,Secondary, Трубная,5.0,Moscow,3.0,140.0,62.0,27.0,2.0,4,Designer
48000000.0,Secondary, Народное Ополчение,9.0,Moscow,3.0,82.5,31.0,16.0,31.0,53,Designer
40500000.0,Secondary, Народное Ополчение,10.0,Moscow,3.0,106.1,43.5,32.4,48.0,58,Without renovation
43500000.0,Secondary, Народное Ополчение,10.0,Moscow,3.0,105.6,62.7,15.6,11.0,53,Without renovation
120000000.0,Secondary, Киевская,15.0,Moscow,3.0,100.0,9.6,14.9,6.0,7,European-style renovation
144170000.0,Secondary, Фрунзенская,5.0,Moscow,3.0,111.0,58.3,15.8,6.0,8,Cosmetic
148070000.0,Secondary, Спортивная,7.0,Moscow,3.0,113.9,56.6,17.0,6.0,12,Without renovation
175000000.0,Secondary, Пушкинская,6.0,Moscow,3.0,188.5,97.4,22.2,3.0,4,Designer
27300000.0,Secondary, Технопарк,14.0,Moscow,3.0,90.0,41.0,13.0,3.0,9,Without renovation
33800000.0,Secondary, Преображенская площадь,7.0,Moscow,3.0,90.8,45.7,12.6,2.0,30,Cosmetic
45000000.0,Secondary, Павелецкая,17.0,Moscow,3.0,81.6,33.7,28.8,13.0,28,Without renovation
59850000.0,Secondary, Строгино,8.0,Moscow,3.0,126.0,65.8,17.1,3.0,29,European-style renovation
41000000.0,Secondary, Красные ворота,10.0,Moscow,3.0,94.1,7.0,14.4,4.0,5,Designer
43000000.0,Secondary, Народное Ополчение,10.0,Moscow,3.0,118.6,54.4,30.4,9.0,48,Without renovation
53000000.0,Secondary, Тверская,7.0,Moscow,3.0,93.8,68.8,20.0,4.0,14,European-style renovation
55000000.0,Secondary, Петровский Парк,16.0,Moscow,3.0,91.0,56.0,30.0,13.0,41,Without renovation
64000000.0,Secondary, Смоленская,6.0,Moscow,3.0,103.0,7.0,15.2,2.0,11,European-style renovation
72000000.0,Secondary, Аэропорт,12.0,Moscow,3.0,91.0,69.0,10.0,8.0,41,Designer
75000000.0,Secondary, Площадь Ильича,7.0,Moscow,3.0,105.0,67.0,14.0,3.0,13,Designer
99000000.0,Secondary, Краснопресненская,10.0,Moscow,3.0,130.0,80.0,25.0,4.0,13,Designer
124000000.0,Secondary, Курская,15.0,Moscow,3.0,135.0,79.0,18.0,2.0,11,European-style renovation
48990000.0,Secondary, Шелепиха,5.0,Moscow,3.0,85.5,29.0,13.7,36.0,51,Designer
75000000.0,Secondary, Белорусская,12.0,Moscow,3.0,126.3,66.0,17.1,3.0,18,Designer
145000000.0,Secondary, Фрунзенская,11.0,Moscow,3.0,95.0,75.0,12.0,7.0,14,Without renovation
205875000.0,Secondary, Третьяковская,7.0,Moscow,3.0,152.5,15.0,19.3,3.0,6,Designer
56000000.0,Secondary, Охотный ряд,11.0,Moscow,3.0,127.4,97.4,20.0,6.0,6,Designer
65000000.0,Secondary, Беговая,25.0,Moscow,3.0,75.3,37.3,13.0,17.0,21,Without renovation
115000000.0,Secondary, Деловой центр,2.0,Moscow,3.0,187.0,91.0,22.1,39.0,75,Designer
224900000.0,Secondary, Полянка,6.0,Moscow,3.0,163.7,15.0,20.2,4.0,6,Designer
23800000.0,Secondary, Волгоградский проспект,5.0,Moscow,3.0,80.0,40.1,16.7,22.0,30,European-style renovation
36000000.0,Secondary, Алексеевская,7.0,Moscow,3.0,92.9,48.0,20.3,5.0,17,Without renovation
113500000.0,Secondary, Деловой центр,4.0,Moscow,3.0,190.0,100.0,10.0,39.0,73,Designer
142440000.0,Secondary, Выставочная,15.0,Moscow,3.0,118.7,10.0,16.5,30.0,66,Without renovation
34000000.0,Secondary, Шелепиха,5.0,Moscow,3.0,72.2,47.2,8.4,4.0,30,Cosmetic
35490000.0,Secondary, Улица 1905 года,3.0,Moscow,3.0,98.5,40.2,19.7,3.0,4,European-style renovation
52000000.0,Secondary, Раменки,10.0,Moscow,3.0,133.0,69.4,17.6,15.0,52,Without renovation
56500000.0,Secondary, Динамо,9.0,Moscow,3.0,99.0,74.0,15.0,10.0,25,Designer
59000000.0,Secondary, Раменки,12.0,Moscow,3.0,76.0,40.6,12.9,15.0,51,Designer
182000000.0,Secondary, Парк Культуры,10.0,Moscow,3.0,184.6,16.0,21.9,2.0,8,Without renovation
46900000.0,Secondary, Молодёжная,7.0,Moscow,3.0,75.0,40.1,12.8,17.0,28,Designer
48500000.0,Secondary, Ростокино,13.0,Moscow,3.0,143.3,101.8,33.7,39.0,58,Designer
51000000.0,Secondary, Шелепиха,18.0,Moscow,3.0,98.2,58.2,16.9,18.0,19,Without renovation
60000000.0,Secondary, Тестовская,3.0,Moscow,3.0,90.0,65.0,15.0,32.0,78,Designer
97000000.0,Secondary, Деловой центр,2.0,Moscow,3.0,192.0,99.2,22.5,41.0,75,Designer
224900000.0,Secondary, Спортивная,9.0,Moscow,3.0,237.2,66.7,17.2,14.0,14,Without renovation
11990000.0,Secondary, Сходненская,16.0,Moscow,3.0,54.0,29.4,11.1,3.0,4,Without renovation
12900000.0,Secondary, Прокшино,13.0,Moscow,3.0,62.0,39.1,10.0,4.0,17,Without renovation
15500000.0,Secondary, Окружная,8.0,Moscow,3.0,72.0,38.5,12.6,6.0,8,Cosmetic
24800000.0,Secondary, Спортивная,4.0,Moscow,3.0,62.0,42.0,6.6,1.0,6,European-style renovation
27500000.0,Secondary, Спортивная,5.0,Moscow,3.0,62.7,41.0,9.0,2.0,5,Designer
31800000.0,Secondary, Рабочий посёлок,22.0,Moscow,3.0,93.5,61.3,17.1,11.0,29,Without renovation
64000000.0,Secondary, Тестовская,4.0,Moscow,3.0,98.0,51.7,14.7,33.0,78,Designer
74800000.0,Secondary, Славянский бульвар,23.0,Moscow,3.0,104.0,53.0,27.0,14.0,26,Without renovation
105000000.0,Secondary, Деловой центр,2.0,Moscow,3.0,192.0,99.2,22.5,37.0,75,Designer
44988700.0,Secondary, Минская,5.0,Moscow,3.0,71.2,41.0,6.2,2.0,14,European-style renovation
64500000.0,Secondary, Шелепиха,19.0,Moscow,3.0,84.0,63.0,16.0,12.0,19,Designer
128000000.0,Secondary, Улица 1905 года,7.0,Moscow,3.0,127.6,80.0,7.0,6.0,21,Designer
153000000.0,Secondary, Арбатская,6.0,Moscow,3.0,94.0,57.0,8.0,2.0,7,Designer
26700000.0,Secondary, Селигерская,11.0,Moscow,3.0,57.4,20.0,10.0,1.0,39,Designer
39500000.0,Secondary, Серпуховская,17.0,Moscow,3.0,81.25,40.6,27.4,6.0,18,Cosmetic
41500000.0,Secondary, Динамо,10.0,Moscow,3.0,77.2,50.9,8.4,5.0,12,Designer
42990000.0,Secondary, Динамо,6.0,Moscow,3.0,70.0,37.5,12.4,15.0,15,Designer
45000000.0,Secondary, Фили,15.0,Moscow,3.0,91.5,29.3,14.2,6.0,21,Designer
57000000.0,Secondary, Шелепиха,19.0,Moscow,3.0,99.0,7.0,14.8,2.0,19,Designer
64900000.0,Secondary, Деловой центр,11.0,Moscow,3.0,90.0,31.1,35.1,7.0,21,Without renovation
78000000.0,Secondary, Деловой центр,7.0,Moscow,3.0,100.0,52.7,14.9,39.0,53,Designer
190000000.0,Secondary, Ломоносовский проспект,22.0,Moscow,3.0,105.5,14.0,15.4,4.0,8,Designer
250000000.0,Secondary, Новокузнецкая,11.0,Moscow,3.0,142.8,30.0,18.5,6.0,8,Designer
12000000.0,Secondary, Саларьево,8.0,Moscow,3.0,63.0,45.0,7.0,1.0,9,European-style renovation
14450000.0,Secondary, Бибирево,14.0,Moscow,3.0,60.6,43.3,6.0,2.0,9,Cosmetic
14500000.0,Secondary, Печатники,4.0,Moscow,3.0,60.0,43.9,6.1,9.0,9,Designer
24287000.0,Secondary, Новогиреево,4.0,Moscow,3.0,84.0,44.6,13.6,11.0,22,European-style renovation
26500000.0,Secondary, Бульвар Рокоссовского,6.0,Moscow,3.0,80.0,55.0,15.0,19.0,24,European-style renovation
33500000.0,Secondary, Улица 1905 года,17.0,Moscow,3.0,77.2,59.5,10.5,11.0,22,Designer
36900000.0,Secondary, Филёвский парк,7.0,Moscow,3.0,82.0,55.5,12.2,3.0,5,Designer
41990000.0,Secondary, Парк Культуры,5.0,Moscow,3.0,78.2,40.0,20.0,2.0,7,European-style renovation
45000000.0,Secondary, Серпуховская,11.0,Moscow,3.0,107.3,67.0,10.0,22.0,29,Without renovation
45000000.0,Secondary, Шелепиха,12.0,Moscow,3.0,85.8,45.5,13.7,28.0,42,Without renovation
47900000.0,Secondary, Смоленская,7.0,Moscow,3.0,91.0,17.0,14.2,7.0,8,Designer
49990000.0,Secondary, Шелепиха,12.0,Moscow,3.0,89.0,47.1,14.0,30.0,37,Without renovation
50990000.0,Secondary, Шелепиха,12.0,Moscow,3.0,88.6,46.9,14.0,34.0,42,Designer
76000000.0,Secondary, Проспект Мира,5.0,Moscow,3.0,121.0,70.2,15.4,6.0,12,European-style renovation
82000000.0,Secondary, Аэропорт,10.0,Moscow,3.0,163.5,84.0,20.0,9.0,57,Designer
147213000.0,Secondary, Улица 1905 года,15.0,Moscow,3.0,148.7,77.3,18.9,4.0,20,Designer
190000000.0,Secondary, Ломоносовский проспект,4.0,Moscow,3.0,105.4,55.2,14.0,4.0,8,Designer
12800000.0,Secondary, Рязанский проспект,5.0,Moscow,3.0,60.0,37.0,8.0,9.0,9,European-style renovation
17650000.0,Secondary, Рязанский проспект,5.0,Moscow,3.0,60.0,40.0,14.0,4.0,17,Designer
24000050.0,Secondary, Профсоюзная,15.0,Moscow,3.0,55.0,29.9,11.2,7.0,8,European-style renovation
30800000.0,Secondary, Раменки,10.0,Moscow,3.0,68.5,36.8,12.3,7.0,52,Without renovation
32300000.0,Secondary, Кунцевская,4.0,Moscow,3.0,85.0,60.0,20.0,29.0,29,Without renovation
34000000.0,Secondary, Фили,18.0,Moscow,3.0,57.0,31.0,11.4,20.0,29,Designer
39200000.0,Secondary, Ботанический сад,11.0,Moscow,3.0,117.9,56.4,34.6,20.0,20,Without renovation
39700000.0,Secondary, Панфиловская,7.0,Moscow,3.0,88.0,20.0,13.9,8.0,18,Designer
41000000.0,Secondary, Динамо,1.0,Moscow,3.0,90.0,60.0,20.0,8.0,13,European-style renovation
